"_id","ph_number","ph_owner","ph_org_id","ph_ownerFIO"
"10701","89631764112","","11338",""
"10725","761090","","3960",""
"10773","523023","","11017",""
"10932","32343","директор","5623",""
"10933","24830","секретарь","5623",""
"10934","24650","завуч","5623",""
"10962","30650","председатель Совета","5240",""
"10963","32090","председатель правления","5240",""
"10964","30571","бухгалтерия","5240",""
"10965","31438","хозмаг","5240",""
"11059","50134","","6305",""
"11084","34148","","4618",""
"11085","34134","","4618",""
"11091","33468","глава АМС","4616",""
"11092","33499","глава АМС","4616",""
"11096","515917","глава АМС","4668",""
"11097","41131","глава АМС","4661",""
"11098","41287","заместитель","4661",""
"11100","93545","глава АМС","4571",""
"11114","515916","глава АМС","4662",""
"11115","39122","глава АМС","4621",""
"11121","22862","глава АМС","4677",""
"11124","97121","глава АМС","4586",""
"11151","92437","","11526",""
"11153","95140","","11516",""
"11165","31145","","11550",""
"11166","31340","","11550",""
"11171","95190","","5419",""
"11175","53210","","11639",""
"11238","403625","","11624",""
"11239","492222","","11624",""
"11240","31122","начальник","294",""
"11241","32544","бухгалтерия","294",""
"11242","30106","гл. бухгалтер","294",""
"11258","32442","","7179",""
"11259","33131","","7179",""
"11275","31314","приемная","3370",""
"11276","35163","приемная","3370",""
"11277","36737","","7248",""
"11278","500814","","7248",""
"11281","746137","","3309",""
"11452","545284","","6952",""
"11807","546049","","6659",""
"11835","938994","","9467",""
"11836","89188238994","","9467",""
"11940","500008","приемная","2870",""
"11941","440210","ПТО","2870",""
"11942","500835","бухгалтерия","2870",""
"11985","405255","","12207",""
"12072","33890","","6164",""
"12128","530448","директор","33",""
"12129","535580","тех.отдел","33",""
"12228","540486","","3118",""
"12536","968671","","11445",""
"12801","746297","","12428",""
"12802","955755","","12428",""
"12823","54139","","5410",""
"12901","31395","","2067",""
"12963","97546","","5699",""
"13002","730540","","2080",""
"13124","44190","","7934",""
"13127","50117","директор","5837",""
"13136","97147","директор","5663",""
"13139","35356","","5659",""
"13143","57118","","5721",""
"13144","57210","","5721",""
"13147","43121","","5654",""
"13200","93199","","5720",""
"13227","31142","приемная","4614",""
"13228","31505","начальник","4614",""
"13229","32313","заместитель","4614",""
"13230","31842","бухгалтерия","4614",""
"13231","31144","гл. бухгалтер","4614",""
"13232","31143","специалисты","4614",""
"13233","31042","метод. кабинет","4614",""
"13571","496660","","12363",""
"13572","89604055100","","12363",""
"13684","89888352242","","9878",""
"15476","519364","","9586",""
"15477","519383","","9586",""
"15478","519122","","9586",""
"15565","730023","","235",""
"15932","441674","","8936",""
"16007","552666","","8478",""
"16048","250464","","11921",""
"16855","89288598016","","12018",""
"16950","51270","","11988",""
"17185","546167","","9766",""
"17405","641361","","12017",""
"17477","544628","","41",""
"17506","549056","","6700",""
"17622","535142","","1740",""
"17623","537379","","1740",""
"18472","440132","","3964",""
"18568","766756","","719",""
"19398","769276","","3534",""
"21013","443470","","9113",""
"21137","916688","","11024",""
"21340","536376","","10320",""
"21416","447117","","12404",""
"21608","761049","бухгалтерия","1174",""
"21609","762917","бухгалтерия","1174",""
"21610","761632","охрана","1174",""
"21611","778496","","1358",""
"21666","8662774646","г.Нальчик","11325",""
"21667","89287207729","г.Нальчик","11325",""
"21668","89094776991","г.Владикавказ","11325",""
"21860","250291","","9020",""
"23635","403345","","12565",""
"23636","88007006040","","12565",""
"23716","405320","","11455",""
"23717","929258","","11455",""
"23718","89289274823","","11455",""
"23746","742481","","12571",""
"23777","89094775859","","12574",""
"23778","89288563388","","12574",""
"23784","918899","","12535",""
"23817","443731","","12577",""
"23818","89887553333","","12577",""
"23844","89298059081","","12490",""
"23847","518505","","12581",""
"23848","968373","","12581",""
"23854","967679","","12202",""
"23855","89188267679","","12202",""
"23865","910951","","12583",""
"23910","749879","приемная","1385",""
"23911","949418","прием заказов, отдел сбыта","1385",""
"23912","748408","директор","1385",""
"23933","89194280808","","12588",""
"23934","89188333737","","12588",""
"23991","527340","","12594",""
"24116","543494","","7498",""
"24117","536363","","9255",""
"24238","549971","","1813",""
"24239","649466","","1813",""
"24272","505705","","7938",""
"24273","444941","","3972",""
"24274","526686","","3972",""
"24278","541895","","139",""
"24312","31229","приемная","2804",""
"24313","31460","приемная","2804",""
"24327","89288563363","","11372",""
"24333","89288563363","","11818",""
"24338","778408","","12365",""
"24345","403484","","9843",""
"24354","89284867555","","11168",""
"24468","548775","","11252",""
"24481","89188214647","","12372",""
"24494","405990","","12506",""
"24495","707909","","11521",""
"24496","707808","","11521",""
"24497","988699","","11521",""
"24504","89194285650","","10780",""
"24510","551186","","12489",""
"24511","989530","","12489",""
"24516","755264","","6870",""
"24537","405135","","11058",""
"24538","960774","","11058",""
"24543","444225","","12145",""
"24549","747500","","10564",""
"24558","89627447471","","12590",""
"24567","532587","","6525",""
"24577","250455","","8863",""
"24633","446575","","10746",""
"24643","536317","","12569",""
"24657","89888305965","","11337",""
"24658","440373","","11337",""
"24697","539987","","7394",""
"24709","563114","","6935",""
"24711","547492","","6485",""
"24731","543063","","12593",""
"24734","240744","","8546",""
"24742","968950","","12154",""
"24743","89188268950","","12154",""
"24753","532865","","9316",""
"24769","959109","","12109",""
"24770","89188259109","","12109",""
"24817","532469","","3482",""
"24894","551627","","8536",""
"24895","89284949808","","8536",""
"25019","89604059111","","11291",""
"25027","89284949808","","3742",""
"25028","551627","","3742",""
"25072","532750","","3664",""
"25154","89627506069","","12606",""
"25159","89289337373","","11307",""
"25160","492542","","12080",""
"25161","89014972542","","12080",""
"25167","774225","","10759",""
"25179","446004","","11809",""
"25194","531553","","7872",""
"25202","250892","","12190",""
"25216","89280731843","","12026",""
"25238","444794","","12285",""
"25262","89631780005","","11326",""
"25263","89897475555","","11326",""
"25285","548607","","8643",""
"25286","403826","","9192",""
"25287","89188356085","","11258",""
"25305","925576","","10987",""
"25306","442554","","10987",""
"25315","649405","","3280",""
"25316","953777","","11163",""
"25317","89188253777","","11163",""
"25324","756021","","9687",""
"25364","444114","","7277",""
"25369","89188277170","","12615",""
"25391","501748","","2981",""
"25394","251548","","10520",""
"25395","532629","","7740",""
"25403","938056","","12617",""
"25404","89280696399","","12617",""
"25462","402714","","6964",""
"25474","500884","","8888",""
"25506","31355","","6043",""
"25509","31776","","6045",""
"25510","31407","","6044",""
"25511","91608","","6048",""
"25512","34059","","6039",""
"25514","22700","","6042",""
"25515","51233","","6047",""
"25521","89631793014","","12335",""
"25527","89888386655","","12567",""
"25528","753470","","12291",""
"25529","923355","","12291",""
"25530","443659","","7629",""
"25531","89284932504","","12503",""
"25532","965572","","12503",""
"25538","89094734545","","12123",""
"25539","758669","","12123",""
"25584","89054882433","","11160",""
"25587","549323","","1169",""
"25602","89097628201","","11827",""
"25605","89188243442","","11185",""
"25610","442930","","3382",""
"25639","545978","","7774",""
"25640","89034836715","","7774",""
"25661","241570","","11587",""
"25662","444669","","2877",""
"25663","89188230244","","2877",""
"25678","446700","","9226",""
"25681","990202","","11161",""
"25683","89188386122","","7780",""
"25684","996768","","7780",""
"25688","532324","приемная","3024",""
"25689","746173","приемная","3024",""
"25690","546317","орг. отдел","3024",""
"25695","540722","","9236",""
"25712","538921","","3899",""
"25727","533618","","6901",""
"25728","532706","","6901",""
"25749","89284862264","","12618",""
"25770","403744","","12619",""
"25881","403940","","11304",""
"25886","89618217859","","9350",""
"25908","89280742517","","12295",""
"25923","89888383320","","12139",""
"25937","743360","","1506",""
"25938","89280677771","","1506",""
"25961","404871","","9465",""
"25962","404870","","9465",""
"25969","510826","","1045",""
"25997","89188248286","","12624",""
"26039","446666","","11334",""
"26040","405848","","11334",""
"26041","998844","","11334",""
"26042","995588","","11334",""
"26089","536176","","300",""
"26100","532119","","12605",""
"26111","546343","","9741",""
"26112","89286899000","","11924",""
"26136","526732","","7530",""
"26137","524169","","7530",""
"26168","32845","операционисты","5078",""
"26169","32847","управляющий","5078",""
"26170","20272","касса","5078",""
"26171","32846","экономисты","5078",""
"26172","20432","охрана","5078",""
"26175","21453","операционисты","5080",""
"26176","21567","управляющий","5080",""
"26177","22931","экономисты","5080",""
"26180","36783","операционисты","5077",""
"26181","36990","касса","5077",""
"26182","36525","управляющий","5077",""
"26183","36784","экономисты","5077",""
"26185","443780","","9351",""
"26190","50071","операционисты","7304",""
"26191","51306","экономисты","7304",""
"26192","50785","экономисты","7304",""
"26198","935092","","12227",""
"26205","24266","операционисты","7666",""
"26206","23011","касса","7666",""
"26207","36391","управляющий","7666",""
"26208","36326","экономисты","7666",""
"26214","32596","операционисты","7914",""
"26215","30040","экономисты","7914",""
"26244","34472","операционисты","7913",""
"26245","34473","управляющий","7913",""
"26246","34471","экономисты","7913",""
"26322","404204","","12508",""
"26340","980605","","9349",""
"26341","957766","","9349",""
"26344","577883","","9412",""
"26345","440826","","9412",""
"26348","589744","","11831",""
"26349","580011","","11831",""
"26359","465017","","12504",""
"26367","539974","","8953",""
"26383","402691","","12094",""
"26384","530065","","12094",""
"26413","527395","","3526",""
"26416","750562","","12206",""
"26421","774477","","7527",""
"26425","988988","","10627",""
"26426","404147","","10627",""
"26440","921103","","12064",""
"26453","250128","","12033",""
"26468","766813","","6434",""
"26471","89287080808","","12597",""
"26472","992644","","12597",""
"26484","534118","","678",""
"26509","973383","","12595",""
"26527","743485","","8729",""
"26541","548365","","6548",""
"26555","444416","","7485",""
"26556","741016","","7485",""
"26608","404872","","11099",""
"26609","922998","","11099",""
"26632","89284890666","","12631",""
"26637","89187107914","","11007",""
"26687","547510","","3103",""
"26721","750409","","7455",""
"26733","541451","","2860",""
"26760","541082","","7782",""
"26761","89604045911","","12146",""
"26768","521450","","7902",""
"26876","89894807915","","12592",""
"26907","548682","","11448",""
"26946","89627474415","","11669",""
"26969","539540","","9811",""
"26970","89284951149","","9811",""
"26971","89284951149","","12491",""
"26988","549032","","3932",""
"26990","929599","","12492",""
"27034","240224","","10860",""
"27035","89187088337","","10860",""
"27041","89188362457","","12632",""
"27061","998757","","9423",""
"27062","89194238389","","9423",""
"27067","588255","","11858",""
"27068","89188328473","","11858",""
"27070","755594","","11732",""
"27076","744529","","2473",""
"27077","510219","","2473",""
"27106","511741","","872",""
"27120","749255","","8833",""
"27121","922992","","8833",""
"27135","983617","","10837",""
"27162","988798","","12612",""
"27179","280335","","9566",""
"27187","89187041010","","8915",""
"27188","533490","","8915",""
"27248","533901","","11725",""
"27259","522827","","7543",""
"27293","466161","","11665",""
"27294","465768","","11665",""
"27295","89288556161","","11665",""
"27306","740401","","7955",""
"27307","89289288750","","7955",""
"27308","740401","","4514",""
"27309","89289288750","","4514",""
"27310","537131","","9405",""
"27349","89887241603","","12232",""
"27523","977407","","6747",""
"27524","574582","","6747",""
"27525","957696","","6747",""
"27564","280803","","11859",""
"27578","535662","приемная","1711",""
"27579","532583","пошив и ремонт мужской одежды","1711",""
"27580","531082","пошив и ремонт женской одежды","1711",""
"27581","539186","пошив нац. одежды","1711",""
"27592","535662","приемная","2212",""
"27593","740263","директор","2212",""
"27594","530603","бухгалтерия","2212",""
"27595","535997","центр подготовки","2212",""
"27596","531083","проходная","2212",""
"27685","516112","","969",""
"27734","744539","","1273",""
"27759","89280736787","","12377",""
"27761","253180","","12625",""
"27762","984095","","12625",""
"27763","546049","","1806",""
"27764","552868","","1806",""
"27794","532598","","11699",""
"27805","774544","","2423",""
"27814","496981","","12608",""
"27815","89014976981","","12608",""
"27818","740216","","7638",""
"27840","529863","","10748",""
"27841","545604","","9798",""
"27857","89289274031","","11311",""
"27858","967685","","11311",""
"27864","522239","","1107",""
"27879","533942","","3081",""
"27909","965096","","9802",""
"27910","980498","","9802",""
"27916","940891","","8552",""
"27917","915511","","8552",""
"27922","766502","начальник","4147",""
"27923","762720","бухгалтерия","4147",""
"27929","447445","","4378",""
"27930","768260","","10839",""
"27931","574980","авиа-, ж/д касса","6561",""
"27932","778570","авиа-, ж/д касса","6561",""
"27933","542497","авиакасса","5259",""
"27934","544993","ж/д касса","5259",""
"27953","523537","","11713",""
"27954","542334","","8961",""
"27975","552867","","7149",""
"27976","546049","","7149",""
"28007","523619","","7181",""
"28031","251966","","11985",""
"28058","577312","","10569",""
"28061","570153","","10899",""
"28062","744542","","10900",""
"28063","970203","","10901",""
"28078","755006","","3855",""
"28081","402712","","7147",""
"28082","754272","","8044",""
"28083","750529","","8044",""
"28089","89288568848","","11910",""
"28106","490893","","7369",""
"28107","89888302683","","7369",""
"28108","89284878979","","7369",""
"28115","404391","","12249",""
"28116","984802","","12249",""
"28119","528246","","11019",""
"28120","89888376500","","11019",""
"28143","527821","","6433",""
"28159","553285","","5894",""
"28165","403587","","11750",""
"28195","404270","","9701",""
"28196","919548","","9701",""
"28197","89289285168","","9701",""
"28208","971516","","4153",""
"28221","254216","","2314",""
"28222","254231","","2314",""
"28231","535901","","10779",""
"28232","89280710534","","10779",""
"28244","402525","","12203",""
"28251","985597","","12184",""
"28252","404670","","12184",""
"28265","89280665921","","7146",""
"28268","753603","","3480",""
"28318","749936","","11212",""
"28319","538819","","6806",""
"28332","532422","директор","2243",""
"28333","532716","директор","2243",""
"28346","405005","","1083",""
"28347","536705","","1083",""
"28354","570265","","11697",""
"28368","565867","","12231",""
"28372","964901","","12420",""
"28373","964907","","12420",""
"28377","771967","","12602",""
"28378","580340","","12603",""
"28379","772960","","5915",""
"28380","756069","","5906",""
"28381","747057","","5904",""
"28399","89194201927","","11711",""
"28400","944330","","11711",""
"28526","545114","","2953",""
"28549","534447","","3360",""
"28553","251013","","8937",""
"28571","517764","","8678",""
"28602","529392","","3965",""
"28640","521471","","7036",""
"28641","999005","","7036",""
"28651","916005","","12501",""
"28652","89284958005","","12501",""
"28658","551236","","10983",""
"28659","997589","","10983",""
"28664","552712","","8550",""
"28665","546945","","8096",""
"28681","747356","бухгалтерия","780",""
"28682","748007","приемная","780",""
"28688","649674","","1140",""
"28695","89888732404","","9545",""
"28699","499050","","9270",""
"28700","973343","","9270",""
"28701","549474","","9270",""
"28702","994929","","12088",""
"28703","993000","","3983",""
"28714","746484","","3720",""
"28734","444255","","7191",""
"28736","510909","","3712",""
"28737","511919","","3712",""
"28774","549159","","12201",""
"28779","531521","","9767",""
"28797","748098","","1595",""
"28837","577972","","11695",""
"28842","743349","","1065",""
"28846","539675","","9024",""
"28847","89188236560","","9024",""
"28848","251718","","9339",""
"28854","533863","","9751",""
"28855","89288615161","","4239",""
"28886","533882","","6447",""
"28888","89188241551","","12347",""
"28889","941551","","12347",""
"28892","254893","","12493",""
"28893","89188345571","","12493",""
"28894","499440","","10914",""
"28895","89014979440","","10914",""
"28905","979697","","12641",""
"28920","762553","","2921",""
"28921","762019","","2921",""
"28972","403830","","11992",""
"28984","761549","","3735",""
"28987","744129","","11569",""
"28998","241633","","10604",""
"29011","490161","","11610",""
"29018","536416","","7340",""
"29036","539724","","9901",""
"29037","444152","","9901",""
"29066","534926","","2406",""
"29067","534907","","2406",""
"29068","531566","","8862",""
"29085","640726","","9770",""
"29093","405088","","9685",""
"29094","89284885088","","9685",""
"29101","928088","","12474",""
"29108","549487","","11489",""
"29109","89280678282","","11489",""
"29112","542554","","1935",""
"29117","89284930425","","11740",""
"29125","924963","","9157",""
"29126","89188224963","","9157",""
"29129","250977","","10561",""
"29142","918950","","9656",""
"29143","542146","","7747",""
"29194","530065","","11151",""
"29240","543048","","1087",""
"29241","540112","","1087",""
"29253","743302","начальник","4812",""
"29289","755060","","523",""
"29296","89284878787","","8980",""
"29342","534897","","6296",""
"29343","751371","","10930",""
"29345","530619","","85",""
"29346","958958","","12616",""
"29355","610827","","11229",""
"29357","999923","","12575",""
"29358","999926","","12575",""
"29364","546020","","6482",""
"29381","89188203815","","10760",""
"29383","961978","","11427",""
"29384","89188261978","","11427",""
"29385","970226","","11815",""
"29396","514707","","10887",""
"29419","762542","","10963",""
"29429","539186","","1693",""
"29440","89284971106","","10976",""
"29441","746443","","3253",""
"29450","547473","","12349",""
"29451","549938","","12348",""
"29452","527954","","4009",""
"29453","533229","","9256",""
"29454","404203","","12576",""
"29455","940391","","12576",""
"29482","89194207612","","12620",""
"29483","89284853498","","12620",""
"29484","505765","","12620",""
"29486","505765","","12622",""
"29487","89888778866","","12622",""
"29495","547844","","10789",""
"29553","690915","","11156",""
"29615","776775","","7000",""
"29616","943349","","12398",""
"29623","912602","","12073",""
"29624","89188212602","","12073",""
"29638","89188237170","","10599",""
"29639","514286","","10599",""
"29644","89282357990","","12395",""
"29711","241111","","12636",""
"29715","241661","","11690",""
"29716","241010","","2505",""
"29717","241331","","2505",""
"29723","495243","","10792",""
"29724","757144","","10792",""
"29743","966022","","12223",""
"29744","89188266022","","12223",""
"29760","89188254734","","9483",""
"29761","954734","","9483",""
"29855","757078","","2081",""
"29924","547107","","8843",""
"29932","400051","","9538",""
"29933","400050","","9538",""
"29948","89288558547","","11145",""
"29949","990505","","11145",""
"29950","89188290505","","11145",""
"29951","526674","","11575",""
"29959","767516","","3642",""
"29960","761703","","3642",""
"29961","510600","","3642",""
"29962","762263","","3642",""
"29963","944344","","12196",""
"29964","544091","","3745",""
"29969","767272","","10631",""
"29970","761618","приемная","2543",""
"29971","511418","бухгалтерия","2543",""
"29978","31055","","12643",""
"29980","533093","","11995",""
"29982","522829","","11018",""
"29990","89187035724","","12279",""
"29993","403340","","12429",""
"30018","529870","телефон доверия (круглосуточно)","1812",""
"30019","529768","директор","1812",""
"30020","525670","зам. директора","1812",""
"30021","529871","отдел диагностики и соц. развития","1812",""
"30022","521016","гл. бухгалтер","1812",""
"30041","532589","швейный цех, фотоателье, ремонт обуви","1710",""
"30042","530106","косметологич. кабинет","1710",""
"30043","531548","изготовление ключей","1710",""
"30044","539427","директор","1710",""
"30045","532954","парикмахерская","1710",""
"30062","443446","","12645",""
"30075","89286882481","","7801",""
"30076","569790","","7801",""
"30104","539858","","220",""
"30106","517551","","3017",""
"30112","768604","секретарь","2626",""
"30141","506070","единый номер","5782",""
"30142","767826","Бавария","5782",""
"30143","518844","служба доставки","5782",""
"30163","921960","","8601",""
"30164","89194240777","","8601",""
"30168","89188229869","","4207",""
"30187","441420","","10630",""
"30188","769194","","10630",""
"30195","566161","","12259",""
"30196","913333","","12259",""
"30226","959584","","11761",""
"30227","762549","","11761",""
"30238","447074","","11404",""
"30242","543677","","10654",""
"30243","440832","","10654",""
"30253","544683","","1581",""
"30254","89188264683","","1581",""
"30272","530050","","12156",""
"30273","992289","","12156",""
"30303","89284813929","","11457",""
"30304","89284899888","","11457",""
"30314","490734","","10741",""
"30315","985522","","10741",""
"30316","404628","","10741",""
"30321","548400","","3652",""
"30331","537313","","6465",""
"30337","530344","","9359",""
"30338","89288609190","","9359",""
"30357","961693","","11816",""
"30358","89288579802","","11816",""
"30361","533433","","11785",""
"30372","779701","","11741",""
"30377","89014976225","","11249",""
"30378","496225","","11249",""
"30392","772883","","276",""
"30393","506070","единый номер","11308",""
"30394","513838","Жар-Птица","11308",""
"30409","944868","","2013",""
"30410","563113","","2013",""
"30411","528163","","5530",""
"30412","89188261476","","5530",""
"30421","89284289830","","8885",""
"30433","89288551263","","12301",""
"30434","922286","","3298",""
"30435","444628","","3298",""
"30436","403502","","3298",""
"30445","465577","","12391",""
"30446","89194242424","","12391",""
"30531","89627433788","","12627",""
"30532","89187075832","","12627",""
"30614","89288640646","","11871",""
"30615","544694","","11871",""
"30739","533674","","9649",""
"30761","765441","","11414",""
"30762","764685","","11414",""
"30809","743541","","2853",""
"30839","89188219604","","12633",""
"30840","992201","","12633",""
"30841","593308","","809",""
"30842","769142","","809",""
"30845","89640418539","","11911",""
"30846","539827","","11224",""
"30857","996606","","11820",""
"30858","89188296606","","11820",""
"30871","89627482444","","11813",""
"30883","89188230912","","12566",""
"30893","998484","","11085",""
"30894","89188298484","","11085",""
"30898","537349","","7501",""
"30901","537349","","3085",""
"30902","527216","","7897",""
"30912","89284885763","","12650",""
"30913","89284948135","","12650",""
"30915","505558","","1039",""
"30923","442479","","11766",""
"30924","89188270407","","11766",""
"30928","89188353501","","10602",""
"30932","518877","торговый зал","2903",""
"30933","518878","отдел сбыта","2903",""
"30934","518880","отдел сбыта","2903",""
"30938","537403","","9876",""
"30940","89286875360","","12220",""
"30955","929518","","10858",""
"30956","89188217386","","10858",""
"30963","495110","","12011",""
"30964","89014975110","","12011",""
"30969","496080","","11780",""
"30970","89014976080","","11780",""
"30984","89604007724","","10663",""
"31003","931545","","12652",""
"31004","89188231545","","12652",""
"31010","89627501808","","12653",""
"31011","89280699595","","12653",""
"31035","89280736324","","12656",""
"31040","37219","","8878",""
"31052","88663146760","","12657",""
"31060","89183226835","","9549",""
"31063","89181289293","","12658",""
"31086","400044","","9615",""
"31092","402597","","10960",""
"31096","546286","","7535",""
"31099","531831","","12660",""
"31104","990734","","12294",""
"31109","89280677793","","8797",""
"31110","89194285701","","8798",""
"31119","938398","","11454",""
"31120","89188238398","","11454",""
"31124","530710","","7009",""
"31127","539114","","9819",""
"31131","445393","","10859",""
"31139","89604040585","","12149",""
"31152","444607","","3750",""
"31153","549178","","3750",""
"31156","545608","","9805",""
"31158","548699","","7276",""
"31166","537305","","9290",""
"31174","530088","","1632",""
"31180","538207","","825",""
"31191","506022","","8422",""
"31199","762042","","6731",""
"31200","444594","","6731",""
"31201","492162","","6731",""
"31213","530253","","4154",""
"31247","947665","","8701",""
"31248","493767","","8701",""
"31257","240795","","7035",""
"31262","530887","","9810",""
"31286","449499","","8441",""
"31312","89188267483","","10674",""
"31313","404937","","10674",""
"31321","89188275320","","11449",""
"31322","534500","","11449",""
"31324","253730","","12505",""
"31352","548827","","12134",""
"31361","405032","","11756",""
"31365","534654","","2766",""
"31366","530749","","2766",""
"31415","89188293811","","11424",""
"31416","993811","","11424",""
"31421","571110","","10862",""
"31424","957773","","11717",""
"31425","521288","2 этаж","2834",""
"31426","522771","1 этаж","2834",""
"31455","538721","","6717",""
"31482","547782","","6883",""
"31486","511247","","7154",""
"31495","766236","","6483",""
"31496","440814","","6483",""
"31502","774762","","267",""
"31572","546300","операционисты","9133",""
"31573","649631","касса","9133",""
"31574","649776","управляющий","9133",""
"31575","541044","экономисты","9133",""
"31576","531204","экономисты","9133",""
"31577","649408","охрана","9133",""
"31578","574751","операционисты","7967",""
"31579","574670","операционисты","7967",""
"31580","574739","касса","7967",""
"31581","576366","управляющий","7967",""
"31582","576354","экономисты","7967",""
"31583","573221","отдел кадров","7967",""
"31584","773524","охрана","7967",""
"31585","250130","касса","7912",""
"31586","250679","операционисты","7912",""
"31587","250350","управляющий","7912",""
"31588","250564","безопасность","7912",""
"31589","538038","гл. бухгалтер","2933",""
"31590","545116","приемная","2933",""
"31610","89891338855","","12646",""
"31625","89188255351","","11807",""
"31626","955351","","11807",""
"31632","89094771777","","8346",""
"31633","89188260786","","8346",""
"31635","537481","","4247",""
"31638","765454","","11805",""
"31640","402770","","10870",""
"31669","544272","","1146",""
"31686","540662","","1824",""
"31694","536584","","9824",""
"31695","89194282399","","9824",""
"31739","543754","директор","709",""
"31740","530083","приемная","709",""
"31741","280372","","12654",""
"31744","89888767677","","12628",""
"31745","445050","","11504",""
"31746","251371","","10902",""
"31821","540395","","2172",""
"31886","563554","","12596",""
"31897","577217","","6708",""
"31913","89061883912","","4259",""
